               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,           0.0099616,           0.0032851,          0.00095374,             0.99638,             0.99965,             0.99425,             0.95929,           0.0055746,           0.0019049,          0.00031972,            0.005116,            0.005116,            0.005116
                 150,            0.010007,           0.0033068,           0.0011776,             0.99639,             0.99965,             0.99426,             0.95931,           0.0055708,           0.0019035,          0.00031853,            0.005083,            0.005083,            0.005083
                 151,           0.0099923,           0.0032877,           0.0011861,             0.99639,             0.99965,             0.99426,             0.95935,           0.0055671,           0.0019016,          0.00031717,             0.00505,             0.00505,             0.00505
                 152,           0.0098927,           0.0033123,           0.0011921,             0.99638,             0.99966,             0.99428,             0.95939,           0.0055647,           0.0019001,          0.00031577,            0.005017,            0.005017,            0.005017
                 153,           0.0099752,            0.003344,          0.00099057,             0.99638,             0.99967,             0.99429,             0.95954,           0.0055616,           0.0018985,          0.00031432,            0.004984,            0.004984,            0.004984
                 154,           0.0098954,           0.0032676,           0.0010074,              0.9964,             0.99967,              0.9943,             0.95948,           0.0055566,           0.0018965,          0.00031287,            0.004951,            0.004951,            0.004951
                 155,           0.0098475,           0.0032801,           0.0010837,             0.99639,             0.99964,              0.9943,             0.95966,           0.0055525,           0.0018946,          0.00031143,            0.004918,            0.004918,            0.004918
                 156,            0.009777,           0.0032197,           0.0011171,              0.9964,             0.99964,             0.99431,             0.95961,           0.0055486,           0.0018929,          0.00031022,            0.004885,            0.004885,            0.004885
                 157,            0.009788,           0.0032541,           0.0010021,             0.99642,             0.99967,             0.99431,             0.95961,           0.0055446,           0.0018911,          0.00030889,            0.004852,            0.004852,            0.004852
                 158,            0.009743,           0.0033103,          0.00099239,             0.99641,              0.9997,             0.99432,             0.95965,           0.0055401,           0.0018894,          0.00030773,            0.004819,            0.004819,            0.004819
                 159,           0.0098386,           0.0032755,           0.0011022,             0.99644,             0.99968,             0.99431,             0.95979,            0.005535,           0.0018874,          0.00030629,            0.004786,            0.004786,            0.004786
                 160,           0.0096623,            0.003284,           0.0010345,             0.99645,             0.99966,             0.99432,             0.95986,           0.0055308,           0.0018856,          0.00030477,            0.004753,            0.004753,            0.004753
                 161,           0.0096835,           0.0032733,           0.0011225,             0.99657,             0.99969,             0.99432,             0.96008,           0.0055264,           0.0018836,          0.00030336,             0.00472,             0.00472,             0.00472
                 162,           0.0096774,           0.0032714,           0.0010338,             0.99659,             0.99965,             0.99433,             0.95983,            0.005522,            0.001882,          0.00030192,            0.004687,            0.004687,            0.004687
                 163,           0.0096167,           0.0032655,           0.0011547,             0.99661,             0.99965,             0.99433,             0.96001,           0.0055175,           0.0018806,          0.00030074,            0.004654,            0.004654,            0.004654
                 164,           0.0096388,           0.0032281,          0.00097728,             0.99664,             0.99964,             0.99433,              0.9601,            0.005513,           0.0018788,          0.00029969,            0.004621,            0.004621,            0.004621
                 165,           0.0095591,           0.0031709,           0.0010916,             0.99676,             0.99972,             0.99433,             0.96029,           0.0055084,            0.001877,          0.00029848,            0.004588,            0.004588,            0.004588
                 166,           0.0095253,           0.0032003,           0.0010346,             0.99674,             0.99973,             0.99434,             0.96035,           0.0055039,           0.0018753,          0.00029725,            0.004555,            0.004555,            0.004555
                 167,            0.009588,           0.0032073,           0.0010865,             0.99675,             0.99973,             0.99434,             0.96026,           0.0054993,           0.0018734,          0.00029609,            0.004522,            0.004522,            0.004522
                 168,           0.0095606,           0.0032325,           0.0010794,             0.99674,             0.99974,             0.99435,             0.96033,           0.0054956,           0.0018717,          0.00029475,            0.004489,            0.004489,            0.004489
                 169,           0.0094737,           0.0032262,          0.00099442,             0.99665,             0.99975,             0.99435,             0.96044,           0.0054916,             0.00187,          0.00029338,            0.004456,            0.004456,            0.004456
                 170,           0.0094973,           0.0031829,           0.0010211,             0.99664,             0.99975,             0.99435,              0.9604,           0.0054874,           0.0018683,           0.0002922,            0.004423,            0.004423,            0.004423
                 171,           0.0094473,           0.0031586,           0.0010041,             0.99663,             0.99976,             0.99436,             0.96037,           0.0054831,           0.0018662,          0.00029111,             0.00439,             0.00439,             0.00439
                 172,           0.0093981,            0.003211,           0.0010187,             0.99665,             0.99976,             0.99436,             0.96053,           0.0054783,           0.0018643,          0.00029004,            0.004357,            0.004357,            0.004357
                 173,           0.0093158,           0.0031471,          0.00092274,             0.99664,             0.99975,             0.99436,             0.96054,           0.0054748,           0.0018626,           0.0002889,            0.004324,            0.004324,            0.004324
                 174,           0.0093146,           0.0031569,           0.0009415,             0.99664,             0.99975,             0.99436,             0.96083,           0.0054718,           0.0018606,          0.00028796,            0.004291,            0.004291,            0.004291
                 175,           0.0093917,           0.0031822,          0.00093752,             0.99663,             0.99975,             0.99437,             0.96085,           0.0054677,           0.0018588,            0.000287,            0.004258,            0.004258,            0.004258
                 176,           0.0093162,           0.0031743,          0.00085138,             0.99667,             0.99976,             0.99437,               0.961,           0.0054632,           0.0018569,          0.00028634,            0.004225,            0.004225,            0.004225
                 177,           0.0092633,           0.0031349,            0.000922,             0.99668,             0.99977,             0.99437,              0.9611,           0.0054577,           0.0018549,          0.00028545,            0.004192,            0.004192,            0.004192
                 178,           0.0092874,           0.0031516,           0.0010848,             0.99668,             0.99978,             0.99437,             0.96103,            0.005453,           0.0018529,           0.0002844,            0.004159,            0.004159,            0.004159
                 179,           0.0093331,             0.00317,          0.00089166,              0.9967,             0.99978,             0.99437,             0.96109,           0.0054479,           0.0018509,          0.00028336,            0.004126,            0.004126,            0.004126
                 180,            0.009186,            0.003136,          0.00091749,             0.99671,             0.99977,             0.99437,             0.96135,           0.0054426,           0.0018488,            0.000282,            0.004093,            0.004093,            0.004093
                 181,           0.0091786,           0.0031268,          0.00091121,             0.99672,             0.99977,             0.99437,             0.96137,           0.0054366,           0.0018467,          0.00028109,             0.00406,             0.00406,             0.00406
                 182,           0.0092542,           0.0031394,           0.0010429,             0.99674,             0.99976,             0.99437,             0.96138,           0.0054304,           0.0018442,          0.00027996,            0.004027,            0.004027,            0.004027
                 183,           0.0091955,            0.003085,          0.00097971,             0.99675,             0.99976,             0.99437,             0.96174,            0.005424,           0.0018419,          0.00027912,            0.003994,            0.003994,            0.003994
                 184,           0.0091168,           0.0030814,          0.00082576,             0.99677,             0.99977,             0.99437,             0.96184,           0.0054181,           0.0018396,          0.00027782,            0.003961,            0.003961,            0.003961
                 185,           0.0090935,           0.0030972,          0.00097735,              0.9968,             0.99976,             0.99437,             0.96206,           0.0054125,           0.0018372,          0.00027685,            0.003928,            0.003928,            0.003928
                 186,           0.0090219,           0.0030584,          0.00080266,             0.99681,             0.99975,             0.99437,             0.96212,           0.0054053,           0.0018349,          0.00027578,            0.003895,            0.003895,            0.003895
                 187,           0.0090586,           0.0030602,          0.00079669,             0.99681,             0.99975,             0.99437,             0.96211,           0.0053999,           0.0018329,          0.00027454,            0.003862,            0.003862,            0.003862
                 188,           0.0090386,           0.0030714,          0.00074981,             0.99682,             0.99975,             0.99437,             0.96218,           0.0053944,           0.0018307,          0.00027352,            0.003829,            0.003829,            0.003829
                 189,           0.0089051,           0.0030155,          0.00075017,             0.99685,             0.99975,             0.99437,             0.96237,           0.0053886,           0.0018285,          0.00027262,            0.003796,            0.003796,            0.003796
                 190,           0.0088619,           0.0030114,          0.00082466,             0.99686,             0.99975,             0.99437,             0.96234,           0.0053826,           0.0018263,          0.00027175,            0.003763,            0.003763,            0.003763
                 191,            0.008799,           0.0029706,          0.00073451,             0.99689,             0.99975,             0.99437,             0.96251,           0.0053768,           0.0018241,           0.0002705,             0.00373,             0.00373,             0.00373
                 192,           0.0088973,           0.0030637,          0.00070935,             0.99696,             0.99974,             0.99437,             0.96274,           0.0053711,           0.0018221,          0.00026935,            0.003697,            0.003697,            0.003697
                 193,            0.008841,           0.0029519,          0.00075031,             0.99702,             0.99974,             0.99438,              0.9629,            0.005366,           0.0018198,          0.00026846,            0.003664,            0.003664,            0.003664
                 194,           0.0087734,           0.0029745,          0.00073225,             0.99705,             0.99974,             0.99437,              0.9629,           0.0053616,           0.0018175,          0.00026758,            0.003631,            0.003631,            0.003631
                 195,           0.0087322,           0.0029851,          0.00072692,             0.99707,             0.99974,             0.99438,             0.96297,           0.0053572,           0.0018154,          0.00026662,            0.003598,            0.003598,            0.003598
                 196,           0.0087141,           0.0029669,          0.00078972,             0.99713,             0.99974,             0.99437,             0.96291,           0.0053495,            0.001813,          0.00026557,            0.003565,            0.003565,            0.003565
                 197,           0.0087122,            0.002967,          0.00071956,             0.99717,             0.99974,             0.99438,             0.96295,           0.0053424,           0.0018106,          0.00026428,            0.003532,            0.003532,            0.003532
                 198,           0.0086464,           0.0029392,           0.0007256,             0.99721,             0.99975,             0.99438,             0.96299,           0.0053357,           0.0018082,          0.00026309,            0.003499,            0.003499,            0.003499
                 199,           0.0086065,            0.002964,          0.00073596,             0.99734,             0.99981,             0.99438,             0.96318,           0.0053296,           0.0018059,          0.00026231,            0.003466,            0.003466,            0.003466
                 200,           0.0085446,           0.0029818,           0.0007517,             0.99738,             0.99982,             0.99438,             0.96345,           0.0053251,           0.0018036,          0.00026111,            0.003433,            0.003433,            0.003433
                 201,            0.008566,           0.0029835,          0.00073832,             0.99741,             0.99982,              0.9944,             0.96372,           0.0053192,           0.0018012,          0.00026012,              0.0034,              0.0034,              0.0034
                 202,           0.0085738,           0.0029694,          0.00081696,             0.99744,             0.99982,             0.99439,             0.96387,           0.0053151,           0.0017991,          0.00025902,            0.003367,            0.003367,            0.003367
                 203,           0.0085972,           0.0029415,          0.00067026,             0.99747,             0.99982,              0.9944,             0.96391,           0.0053087,           0.0017967,          0.00025807,            0.003334,            0.003334,            0.003334
                 204,            0.008505,           0.0029322,           0.0007389,             0.99749,             0.99982,             0.99439,             0.96399,           0.0053043,           0.0017943,          0.00025711,            0.003301,            0.003301,            0.003301
                 205,           0.0085354,           0.0029197,          0.00081669,             0.99749,             0.99983,             0.99439,             0.96411,           0.0052981,           0.0017919,          0.00025624,            0.003268,            0.003268,            0.003268
                 206,           0.0085605,           0.0029089,          0.00066965,             0.99751,             0.99983,              0.9944,             0.96445,           0.0052951,           0.0017898,          0.00025522,            0.003235,            0.003235,            0.003235
                 207,           0.0084102,           0.0029184,          0.00061767,             0.99752,             0.99983,              0.9944,             0.96494,           0.0052899,           0.0017875,          0.00025401,            0.003202,            0.003202,            0.003202
                 208,           0.0084165,           0.0029088,          0.00066873,             0.99752,             0.99984,              0.9944,             0.96487,            0.005285,           0.0017851,          0.00025286,            0.003169,            0.003169,            0.003169
                 209,           0.0083753,           0.0029273,          0.00074398,             0.99752,             0.99984,              0.9944,             0.96482,           0.0052795,           0.0017828,          0.00025181,            0.003136,            0.003136,            0.003136
                 210,           0.0083903,           0.0028828,          0.00066898,             0.99753,             0.99985,             0.99441,             0.96507,           0.0052732,           0.0017803,          0.00025067,            0.003103,            0.003103,            0.003103
                 211,            0.008287,           0.0028322,          0.00073183,             0.99753,             0.99985,              0.9944,             0.96518,           0.0052661,           0.0017777,          0.00024988,             0.00307,             0.00307,             0.00307
                 212,           0.0082597,           0.0028392,          0.00073991,             0.99753,             0.99986,              0.9944,             0.96533,           0.0052615,           0.0017755,          0.00024879,            0.003037,            0.003037,            0.003037
                 213,           0.0082621,           0.0028575,          0.00070278,              0.9976,             0.99984,              0.9944,             0.96549,           0.0052546,            0.001773,          0.00024769,            0.003004,            0.003004,            0.003004
                 214,           0.0082203,           0.0028585,          0.00062091,              0.9976,             0.99985,              0.9944,             0.96527,           0.0052491,           0.0017707,          0.00024656,            0.002971,            0.002971,            0.002971
                 215,           0.0081775,           0.0028459,          0.00064078,              0.9976,             0.99985,             0.99441,             0.96548,           0.0052444,           0.0017687,          0.00024554,            0.002938,            0.002938,            0.002938
                 216,           0.0082157,           0.0028722,          0.00066747,             0.99762,             0.99985,             0.99441,             0.96567,           0.0052387,           0.0017664,          0.00024435,            0.002905,            0.002905,            0.002905
                 217,           0.0081139,           0.0028044,          0.00063137,             0.99763,             0.99986,             0.99441,             0.96589,           0.0052332,           0.0017641,          0.00024326,            0.002872,            0.002872,            0.002872
                 218,           0.0081009,           0.0028121,          0.00058249,             0.99764,             0.99985,             0.99441,             0.96597,           0.0052292,            0.001762,           0.0002421,            0.002839,            0.002839,            0.002839
                 219,           0.0080089,           0.0027943,          0.00057748,             0.99764,             0.99986,             0.99441,             0.96614,           0.0052237,           0.0017598,          0.00024105,            0.002806,            0.002806,            0.002806
                 220,           0.0080567,           0.0028172,          0.00056697,              0.9977,             0.99986,             0.99441,             0.96624,           0.0052179,           0.0017574,          0.00023982,            0.002773,            0.002773,            0.002773
                 221,           0.0078975,           0.0027473,          0.00052077,             0.99774,             0.99986,             0.99442,             0.96632,           0.0052109,           0.0017549,           0.0002386,             0.00274,             0.00274,             0.00274
                 222,           0.0078932,            0.002761,          0.00060705,             0.99773,             0.99986,             0.99442,             0.96646,            0.005207,           0.0017527,          0.00023753,            0.002707,            0.002707,            0.002707
                 223,           0.0079672,           0.0027682,          0.00065163,             0.99774,             0.99986,             0.99442,             0.96652,           0.0052023,           0.0017506,          0.00023639,            0.002674,            0.002674,            0.002674
                 224,           0.0078996,           0.0027962,          0.00059479,             0.99776,             0.99987,             0.99443,             0.96674,           0.0051979,           0.0017484,          0.00023519,            0.002641,            0.002641,            0.002641
                 225,            0.007838,           0.0027608,          0.00058933,             0.99778,             0.99987,             0.99442,             0.96683,           0.0051921,           0.0017461,           0.0002338,            0.002608,            0.002608,            0.002608
                 226,           0.0078362,           0.0027316,          0.00053724,             0.99781,             0.99987,             0.99442,             0.96691,           0.0051867,           0.0017436,          0.00023269,            0.002575,            0.002575,            0.002575
                 227,           0.0077283,           0.0026826,          0.00055295,             0.99783,             0.99987,             0.99442,             0.96684,           0.0051822,           0.0017414,           0.0002316,            0.002542,            0.002542,            0.002542
                 228,           0.0077889,           0.0027394,          0.00057288,             0.99786,             0.99987,             0.99443,             0.96704,           0.0051754,           0.0017389,          0.00023022,            0.002509,            0.002509,            0.002509
                 229,             0.00768,           0.0027045,           0.0005741,              0.9979,             0.99987,             0.99443,             0.96704,           0.0051704,           0.0017367,          0.00022864,            0.002476,            0.002476,            0.002476
                 230,           0.0076153,           0.0027128,          0.00050294,             0.99792,             0.99987,             0.99443,             0.96733,           0.0051664,           0.0017343,           0.0002272,            0.002443,            0.002443,            0.002443
                 231,           0.0075992,           0.0026688,           0.0005054,             0.99793,             0.99987,             0.99443,              0.9677,           0.0051616,           0.0017318,          0.00022584,             0.00241,             0.00241,             0.00241
                 232,           0.0076221,           0.0027108,          0.00057896,             0.99792,             0.99987,             0.99443,             0.96799,           0.0051567,           0.0017295,          0.00022447,            0.002377,            0.002377,            0.002377
                 233,           0.0075515,           0.0026556,          0.00050074,             0.99792,             0.99987,             0.99443,             0.96802,           0.0051522,           0.0017271,          0.00022306,            0.002344,            0.002344,            0.002344
                 234,           0.0075481,           0.0026665,          0.00049239,             0.99793,             0.99987,             0.99443,             0.96828,           0.0051468,           0.0017246,          0.00022166,            0.002311,            0.002311,            0.002311
                 235,           0.0075144,           0.0026729,          0.00049215,             0.99794,             0.99987,             0.99443,             0.96837,           0.0051428,           0.0017223,          0.00022029,            0.002278,            0.002278,            0.002278
                 236,           0.0074393,           0.0026667,          0.00051497,             0.99795,             0.99987,             0.99443,             0.96863,           0.0051378,           0.0017202,          0.00021889,            0.002245,            0.002245,            0.002245
                 237,           0.0074559,           0.0026612,          0.00042905,             0.99795,             0.99987,             0.99444,             0.96873,           0.0051348,            0.001718,          0.00021744,            0.002212,            0.002212,            0.002212
                 238,           0.0074947,            0.002655,          0.00049526,             0.99796,             0.99987,             0.99444,             0.96879,           0.0051304,            0.001716,            0.000216,            0.002179,            0.002179,            0.002179
                 239,           0.0073451,           0.0026022,          0.00047458,             0.99797,             0.99987,             0.99443,             0.96913,           0.0051261,           0.0017136,          0.00021454,            0.002146,            0.002146,            0.002146
                 240,           0.0073065,            0.002617,          0.00042317,             0.99798,             0.99987,             0.99444,             0.96924,           0.0051235,           0.0017114,          0.00021297,            0.002113,            0.002113,            0.002113
                 241,           0.0072778,           0.0026182,          0.00042231,             0.99799,             0.99987,             0.99445,             0.96923,           0.0051163,           0.0017087,          0.00021133,             0.00208,             0.00208,             0.00208
                 242,           0.0072092,           0.0025771,          0.00040387,               0.998,             0.99987,             0.99445,              0.9695,           0.0051124,           0.0017064,          0.00020968,            0.002047,            0.002047,            0.002047
                 243,           0.0071936,            0.002562,          0.00043846,             0.99801,             0.99987,             0.99444,             0.96958,           0.0051078,           0.0017042,          0.00020822,            0.002014,            0.002014,            0.002014
                 244,           0.0071827,           0.0025449,          0.00039792,             0.99802,             0.99987,             0.99445,             0.96975,           0.0051008,           0.0017015,          0.00020665,            0.001981,            0.001981,            0.001981
                 245,           0.0070829,           0.0025547,          0.00045118,             0.99807,             0.99986,             0.99445,             0.96993,           0.0050973,           0.0016991,          0.00020516,            0.001948,            0.001948,            0.001948
                 246,           0.0071352,           0.0025562,          0.00039128,              0.9981,             0.99986,             0.99446,             0.97017,           0.0050921,           0.0016965,          0.00020353,            0.001915,            0.001915,            0.001915
                 247,           0.0070574,           0.0025484,          0.00044645,             0.99812,             0.99986,             0.99445,             0.97014,            0.005089,           0.0016939,          0.00020196,            0.001882,            0.001882,            0.001882
                 248,           0.0070109,           0.0025155,          0.00046596,             0.99813,             0.99986,             0.99446,             0.97038,           0.0050861,           0.0016915,          0.00020025,            0.001849,            0.001849,            0.001849
                 249,           0.0070575,           0.0026148,          0.00041573,             0.99824,             0.99986,             0.99447,             0.97029,           0.0050827,           0.0016892,          0.00019859,            0.001816,            0.001816,            0.001816
                 250,           0.0069321,           0.0024623,          0.00036508,             0.99824,             0.99987,             0.99447,             0.97038,           0.0050789,           0.0016868,            0.000197,            0.001783,            0.001783,            0.001783
                 251,           0.0069317,           0.0025232,          0.00039549,             0.99826,             0.99987,             0.99448,             0.97081,           0.0050742,           0.0016844,          0.00019522,             0.00175,             0.00175,             0.00175
                 252,           0.0068901,           0.0024991,          0.00042802,             0.99828,             0.99987,             0.99448,             0.97064,           0.0050701,            0.001682,          0.00019351,            0.001717,            0.001717,            0.001717
                 253,           0.0068287,            0.002493,          0.00038831,             0.99829,             0.99987,             0.99449,             0.97091,           0.0050669,           0.0016796,          0.00019186,            0.001684,            0.001684,            0.001684
                 254,           0.0068824,           0.0024995,          0.00036461,             0.99829,             0.99987,             0.99448,             0.97116,           0.0050635,           0.0016773,          0.00019013,            0.001651,            0.001651,            0.001651
                 255,           0.0067594,           0.0024423,          0.00031989,             0.99831,             0.99987,             0.99449,             0.97132,            0.005058,           0.0016746,          0.00018843,            0.001618,            0.001618,            0.001618
                 256,            0.006722,           0.0024326,          0.00036969,             0.99832,             0.99987,             0.99449,             0.97158,            0.005053,           0.0016718,          0.00018662,            0.001585,            0.001585,            0.001585
                 257,           0.0067553,           0.0024372,          0.00035801,             0.99833,             0.99987,             0.99449,             0.97163,           0.0050477,           0.0016691,          0.00018486,            0.001552,            0.001552,            0.001552
                 258,           0.0066844,           0.0024475,          0.00036245,             0.99834,             0.99987,              0.9945,             0.97164,           0.0050398,            0.001666,          0.00018311,            0.001519,            0.001519,            0.001519
                 259,           0.0066166,           0.0024282,          0.00032821,             0.99835,             0.99987,              0.9945,             0.97171,           0.0050361,           0.0016634,          0.00018134,            0.001486,            0.001486,            0.001486
                 260,           0.0065615,           0.0024155,          0.00033974,             0.99836,             0.99987,             0.99451,             0.97196,           0.0050316,           0.0016609,          0.00017949,            0.001453,            0.001453,            0.001453
                 261,           0.0065619,           0.0023723,          0.00032702,             0.99837,             0.99987,             0.99451,             0.97181,           0.0050243,           0.0016581,          0.00017763,             0.00142,             0.00142,             0.00142
                 262,           0.0065076,           0.0024058,          0.00038763,             0.99837,             0.99987,             0.99453,             0.97212,           0.0050208,           0.0016556,          0.00017583,            0.001387,            0.001387,            0.001387
                 263,           0.0064969,           0.0023818,          0.00036754,             0.99837,             0.99987,             0.99454,             0.97224,           0.0050165,            0.001653,          0.00017397,            0.001354,            0.001354,            0.001354
                 264,           0.0064268,            0.002378,          0.00032961,             0.99838,             0.99987,             0.99455,             0.97229,           0.0050131,           0.0016504,          0.00017206,            0.001321,            0.001321,            0.001321
                 265,            0.006377,           0.0023262,           0.0003046,             0.99839,             0.99987,             0.99455,             0.97238,           0.0050095,           0.0016478,          0.00017024,            0.001288,            0.001288,            0.001288
                 266,             0.00637,           0.0023618,          0.00031519,              0.9984,             0.99987,             0.99457,             0.97243,           0.0050047,           0.0016451,           0.0001683,            0.001255,            0.001255,            0.001255
                 267,             0.00629,           0.0023508,          0.00030502,             0.99841,             0.99986,             0.99458,             0.97261,           0.0049997,           0.0016425,          0.00016642,            0.001222,            0.001222,            0.001222
                 268,           0.0062894,           0.0023142,          0.00029915,             0.99842,             0.99986,             0.99458,             0.97266,           0.0049937,           0.0016397,          0.00016447,            0.001189,            0.001189,            0.001189
                 269,           0.0062337,           0.0023301,          0.00030518,             0.99843,             0.99986,             0.99459,             0.97294,           0.0049891,           0.0016371,          0.00016239,            0.001156,            0.001156,            0.001156
                 270,           0.0062297,           0.0023037,          0.00027989,             0.99843,             0.99986,              0.9946,             0.97296,           0.0049841,           0.0016342,          0.00016046,            0.001123,            0.001123,            0.001123
                 271,           0.0062079,           0.0023119,          0.00024619,             0.99844,             0.99986,             0.99463,             0.97296,           0.0049777,           0.0016312,          0.00015835,             0.00109,             0.00109,             0.00109
                 272,           0.0061604,           0.0023014,          0.00026493,              0.9985,             0.99986,             0.99463,             0.97335,           0.0049726,           0.0016284,          0.00015637,            0.001057,            0.001057,            0.001057
                 273,           0.0061434,           0.0023144,          0.00026754,             0.99855,             0.99985,             0.99465,             0.97352,           0.0049682,           0.0016256,          0.00015438,            0.001024,            0.001024,            0.001024
                 274,           0.0061081,           0.0022706,          0.00025812,             0.99856,             0.99986,             0.99466,             0.97364,           0.0049609,           0.0016224,          0.00015235,            0.000991,            0.000991,            0.000991
                 275,           0.0060073,           0.0022566,          0.00024246,             0.99856,             0.99986,             0.99468,             0.97376,           0.0049564,           0.0016196,          0.00015029,            0.000958,            0.000958,            0.000958
                 276,           0.0059563,           0.0022262,          0.00022917,             0.99857,             0.99986,             0.99469,              0.9737,           0.0049524,            0.001617,          0.00014828,            0.000925,            0.000925,            0.000925
                 277,           0.0059226,           0.0022286,          0.00022918,             0.99857,             0.99987,              0.9947,             0.97379,           0.0049468,           0.0016141,          0.00014618,            0.000892,            0.000892,            0.000892
                 278,           0.0058704,           0.0022133,          0.00022096,             0.99857,             0.99987,             0.99471,             0.97405,           0.0049387,           0.0016109,          0.00014415,            0.000859,            0.000859,            0.000859
                 279,           0.0058575,           0.0021895,          0.00023132,             0.99858,             0.99987,             0.99472,             0.97399,           0.0049332,            0.001608,          0.00014209,            0.000826,            0.000826,            0.000826
                 280,            0.005794,           0.0021826,          0.00021601,             0.99859,             0.99987,             0.99472,             0.97411,           0.0049291,           0.0016051,          0.00014001,            0.000793,            0.000793,            0.000793
                 281,            0.005775,           0.0022018,          0.00022884,              0.9986,             0.99987,             0.99474,             0.97407,           0.0049223,            0.001602,          0.00013794,             0.00076,             0.00076,             0.00076
                 282,           0.0057564,           0.0022101,          0.00019973,             0.99861,             0.99987,             0.99474,             0.97448,           0.0049163,            0.001599,          0.00013587,            0.000727,            0.000727,            0.000727
                 283,           0.0057182,           0.0021466,          0.00020881,             0.99863,             0.99986,             0.99475,             0.97454,           0.0049095,            0.001596,           0.0001337,            0.000694,            0.000694,            0.000694
                 284,           0.0056669,           0.0021632,          0.00019781,             0.99864,             0.99985,             0.99475,             0.97446,           0.0049038,            0.001593,          0.00013156,            0.000661,            0.000661,            0.000661
                 285,           0.0056328,           0.0021612,          0.00019012,             0.99865,             0.99985,             0.99475,             0.97452,            0.004897,             0.00159,          0.00012945,            0.000628,            0.000628,            0.000628
                 286,           0.0056787,           0.0021909,          0.00018853,             0.99866,             0.99985,             0.99476,             0.97469,           0.0048908,           0.0015872,          0.00012732,            0.000595,            0.000595,            0.000595
                 287,           0.0055388,           0.0021279,          0.00017498,             0.99867,             0.99985,             0.99477,             0.97499,           0.0048842,           0.0015842,          0.00012519,            0.000562,            0.000562,            0.000562
                 288,           0.0055294,           0.0021304,          0.00019036,             0.99869,             0.99985,             0.99478,             0.97506,           0.0048786,           0.0015811,          0.00012306,            0.000529,            0.000529,            0.000529
                 289,           0.0055247,           0.0021407,          0.00016442,             0.99871,             0.99985,             0.99478,               0.975,           0.0048696,           0.0015777,          0.00012092,            0.000496,            0.000496,            0.000496
                 290,           0.0053967,           0.0020891,          0.00016803,             0.99873,             0.99985,             0.99479,             0.97517,           0.0048645,           0.0015747,          0.00011871,            0.000463,            0.000463,            0.000463
                 291,           0.0054007,           0.0021097,          0.00018033,             0.99874,             0.99985,             0.99479,             0.97546,            0.004858,           0.0015717,          0.00011657,             0.00043,             0.00043,             0.00043
                 292,           0.0054032,           0.0020823,          0.00014837,             0.99876,             0.99985,              0.9948,             0.97544,           0.0048512,           0.0015684,          0.00011438,            0.000397,            0.000397,            0.000397
                 293,           0.0053155,           0.0020688,          0.00016685,             0.99878,             0.99985,              0.9948,             0.97546,           0.0048454,           0.0015654,          0.00011229,            0.000364,            0.000364,            0.000364
                 294,           0.0053497,           0.0021099,          0.00014143,             0.99879,             0.99985,             0.99481,             0.97549,           0.0048373,           0.0015622,          0.00011019,            0.000331,            0.000331,            0.000331
                 295,           0.0052611,           0.0020429,          0.00017121,              0.9988,             0.99985,             0.99481,             0.97564,           0.0048311,           0.0015592,          0.00010807,            0.000298,            0.000298,            0.000298
                 296,           0.0052649,           0.0020341,            0.000148,              0.9988,             0.99985,             0.99482,             0.97573,           0.0048242,           0.0015561,          0.00010598,            0.000265,            0.000265,            0.000265
                 297,           0.0052065,           0.0020369,          0.00014479,             0.99884,             0.99984,             0.99482,             0.97583,           0.0048164,           0.0015529,          0.00010381,            0.000232,            0.000232,            0.000232
                 298,           0.0051795,           0.0020512,          0.00014835,             0.99885,             0.99984,             0.99482,             0.97589,           0.0048088,           0.0015498,           0.0001017,            0.000199,            0.000199,            0.000199
                 299,           0.0051031,           0.0020266,          0.00012964,             0.99885,             0.99984,             0.99483,             0.97602,           0.0048019,           0.0015467,          9.9538e-05,            0.000166,            0.000166,            0.000166
